Make,Model,Price,Year,Kilometer,Fuel,Transmission,Location,Color,Owner,Seller,Engine,Power,Torque,Drivetrain,Length,Width,Height,Seats,Tank
Mercedes-Benz,CLA 200 D Urban Sport,28000,2018,20000,Diesel,Automatic,Mumbai,Red,First,Individual,2143,136 bhp @ 3200 rpm,300 Nm @ 1400 rpm,FWD,4630,1777,1432,5,56
Toyota,Fortuner 2.8 4x2 AT [2016-2020],28000,2016,93000,Diesel,Automatic,Mohali,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Toyota,Fortuner 2.8 4x4 AT [2016-2020],28000,2017,49000,Diesel,Automatic,Delhi,White,Second,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795,1855,1835,7,80
BMW,X1 sDrive20d xLine,28000,2017,29000,Diesel,Automatic,Bangalore,Brown,Second,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Toyota,Fortuner 2.8 4x2 AT [2016-2020],28110,2019,71500,Diesel,Automatic,Delhi,White,Second,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Mercedes-Benz,C-Class C 220 CDI Avantgarde,28500,2016,7000,Diesel,Automatic,Delhi,White,First,Individual,2143,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD,4686,1810,1442,5,66
Audi,A6 35 TFSI Matrix,28500,2017,58000,Petrol,Automatic,Delhi,Black,First,Individual,1798,190 bhp @ 4200 rpm,320 Nm @ 1400 rpm,FWD,4933,1874,1455,5,75
Toyota,Innova ZX 2.4 AT 7 STR,28500,2022,16000,Diesel,Automatic,Ludhiana,White,First,Individual,2393,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
Jaguar,XE Prestige Diesel,28500,2018,45000,Diesel,Automatic,Dehradun,White,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,4795,1967,1416,5,56
Mercedes-Benz,C-Class C 220 CDI Avantgarde,28500,2016,21200,Diesel,Automatic,Pune,Silver,First,Individual,2143,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD,4686,1810,1442,5,66
Audi,Q3 35 TDI quattro Premium Plus,29000,2018,35000,Diesel,Automatic,Pune,White,First,Individual,1968,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Toyota,Fortuner 2.8 4x2 AT [2016-2020],29000,2017,46000,Diesel,Automatic,Delhi,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Audi,RS5 4.2 Coupe,29000,2011,56000,Petrol,Automatic,Pune,Red,Third,Individual,4163,444 bhp @ 8250 rpm,430 Nm @ 4000 rpm,AWD,4649,1860,1366,5,64
BMW,X1 sDrive20d xLine,29000,2019,25000,Diesel,Automatic,Delhi,White,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Audi,A3 35 TDI Premium + Sunroof,29000,2019,15530,Diesel,Automatic,Goa,White,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Audi,Q3 30 TDI Premium FWD,29000,2017,64000,Diesel,Automatic,Chennai,White,First,Individual,1968,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,FWD,4385,1831,1608,5,64
Audi,A3 35 TDI Premium,29000,2019,15529,Diesel,Automatic,Mumbai,White,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Audi,Q2 Premium Plus I 40 TFSI quattro,29500,2020,10700,Petrol,Automatic,Ahmedabad,White,First,Individual,1984,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318,1805,1548,5,55
Jeep,Compass Model S (O) Diesel 4x4 AT,29500,2021,38000,Diesel,Automatic,Pune,White,First,Individual,1956,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4405,1818,1640,5,60
BMW,3-Series 320d Luxury Line,29500,2018,75000,Diesel,Automatic,Coimbatore,White,First,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57
Audi,A3 35 TDI Premium,29500,2020,11000,Diesel,Automatic,Pune,White,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Kia,Carnival Limousine Plus 7 STR,29500,2020,72000,Diesel,Automatic,Chandigarh,White,First,Individual,2199,197 bhp @ 3800 rpm,440 Nm @ 1750 rpm,FWD,5115,1985,1755,7,60
Audi,A3 35 TDI Premium Plus + Sunroof,29500,2018,17300,Diesel,Automatic,Bangalore,Red,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Toyota,Fortuner 2.8 4x2 MT [2016-2020],29800,2019,92000,Diesel,Manual,Lucknow,Black,First,Individual,2755,174 bhp @ 3400 rpm,420 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
BMW,X1 sDrive20d xLine,29900,2018,34000,Diesel,Automatic,Delhi,White,First,Corporate,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Volkswagen,Tiguan Highline TDI,29900,2020,17904,Diesel,Automatic,Mumbai,White,First,Individual,1968,141 bhp @ 4000 rpm,340 Nm @ 1750 rpm,AWD,4486,1839,1672,5,71
BMW,5-Series 520d Sport Line,29900,2017,44000,Diesel,Automatic,Mumbai,White,Second,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,57
Toyota,Innova ZX 2.4 AT 7 STR,30000,2021,38000,Diesel,Automatic,Mumbai,Purple,First,Individual,2393,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
Audi,A4 30 TFSI Technology Pack,30000,2017,42000,Petrol,Automatic,Pune,White,First,Individual,1395,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4726,1842,1427,5,54
BMW,X1 sDrive20d xLine,30250,2019,59000,Diesel,Automatic,Mumbai,Blue,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Audi,A3 35 TDI Technology + Sunroof,30500,2020,40910,Diesel,Automatic,Bangalore,White,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Audi,A6 35 TDI Matrix,30750,2017,17000,Diesel,Automatic,Delhi,White,First,Individual,1968,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75
Toyota,Fortuner 2.8 4x2 AT [2016-2020],30900,2017,52000,Diesel,Automatic,Mumbai,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Toyota,Innova 2.4 ZX 7 STR [2016-2020],31000,2021,29000,Diesel,Manual,Bangalore,White,First,Individual,2393,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
Mercedes-Benz,GLA 200 Sport,31000,2019,24000,Petrol,Automatic,Delhi,Red,First,Individual,1991,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4424,1804,1494,5,50
Mercedes-Benz,CLA 200 D Urban Sport,31000,2019,17000,Diesel,Automatic,Delhi,Red,First,Individual,2143,136 bhp @ 3200 rpm,300 Nm @ 1400 rpm,FWD,4630,1777,1432,5,56
Audi,A4 1.8 TFSI Multitronic Premium Plus,31250,2020,28600,Petrol,Automatic,Lucknow,White,First,Individual,1798,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD,4701,1826,1427,5,63
BMW,X1 sDrive20d xLine,31250,2018,49000,Diesel,Automatic,Bangalore,Blue,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Jaguar,XJ 3.0 V6 Portfolio,31500,2014,66500,Diesel,Automatic,Delhi,White,First,Individual,2993,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252,1899,1457,5,83
Skoda,Superb L&K TSI AT,31950,2021,21651,Petrol,Automatic,Mumbai,Blue,First,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861,1864,1483,5,66
Skoda,Superb L&K TSI AT,31990,2021,6900,Petrol,Automatic,Kolkata,Brown,First,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861,1864,1483,5,66
Skoda,Superb L&K TDI AT,31990,2019,6900,Diesel,Automatic,Delhi,Grey,First,Individual,1968,174 bhp @ 3600 rpm,350 Nm @ 1500 rpm,FWD,4861,1864,1483,5,66
Mercedes-Benz,M-Class 350 CDI,32000,2014,60514,Diesel,Automatic,Pune,Silver,First,Individual,2987,234@3800,535@1600,AWD,4781,1911,1774,5,95
Mercedes-Benz,M-Class ML 350 CDI,32000,2014,60513,Diesel,Automatic,Mumbai,Silver,First,Corporate,2997,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
Land Rover,Discovery Sport HSE Luxury,32000,2016,55000,Diesel,Automatic,Pune,Blue,Second,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1690,7,65
Toyota,Fortuner 2.8 4x4 AT [2016-2020],32000,2017,110000,Diesel,Automatic,Chandigarh,Grey,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795,1855,1835,7,80
Toyota,Fortuner 2.8 4x2 AT [2016-2020],32100,2018,37000,Diesel,Automatic,Delhi,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Ford,Endeavour Titanium Plus 3.2 4x4 AT,32500,2019,34000,Diesel,Automatic,Chennai,White,First,Individual,3198,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4903,1869,1837,7,80
Audi,Q3 35 TDI quattro Technology,32500,2019,41000,Diesel,Automatic,Hyderabad,White,Second,Individual,1968,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
BMW,X1 sDrive20d,32500,2020,32005,Diesel,Automatic,Bangalore,Blue,Second,Individual,1995,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4454,1798,1545,5,61
Toyota,Fortuner 2.8 4x2 MT [2016-2020],32500,2018,173000,Diesel,Manual,Bangalore,White,First,Individual,2755,174 bhp @ 3400 rpm,420 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Toyota,Fortuner 2.8 4x2 AT [2016-2020],32900,2018,51000,Diesel,Automatic,Mumbai,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Jaguar,XE Prestige Diesel,32990,2017,29999,Diesel,Automatic,Bangalore,Blue,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,4795,1967,1416,5,56
BMW,5-Series 520d M Sport,33000,2017,41296,Diesel,Automatic,Mumbai,Blue,First,Individual,1995,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65
MINI,Cooper D 3 Door,33000,2019,6400,Diesel,Automatic,Delhi,Red,First,Individual,1496,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3821,1727,1414,5,44
MINI,Cooper D 3 Door,33000,2018,17000,Diesel,Automatic,Delhi,Green,First,Individual,1496,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3821,1727,1414,5,44
Audi,Q7 3.0 TDI quattro Premium,33000,2014,25000,Diesel,Automatic,Chennai,Brown,Second,Individual,2967,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089,1983,1737,6,100
Ford,Endeavour Titanium Plus 3.2 4x4 AT,33000,2019,42475,Diesel,Automatic,Pune,Silver,First,Individual,3198,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4903,1869,1837,7,80
Skoda,Superb Sportline AT,33250,2021,13092,Petrol,Automatic,Mumbai,White,First,Individual,1984,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4869,1864,1469,5,66
Toyota,Fortuner 2.8 4x2 AT [2016-2020],33500,2018,25000,Diesel,Automatic,Noida,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Volkswagen,Tiguan AllSpace 2.0 TSI,33750,2021,25000,Petrol,Automatic,Mumbai,Silver,First,Individual,1984,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4701,1839,1674,7,60
Mercedes-Benz,GL-Class 350 CDI,33900,2015,91100,Diesel,Automatic,Delhi,Silver,First,Individual,2987,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
BMW,5-Series 520d Luxury Line [2017-2019],34000,2016,38000,Diesel,Automatic,Coimbatore,White,Second,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],34000,2018,68000,Diesel,Automatic,Hyderabad,White,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Mercedes-Benz,GLC 220 d Progressive,34000,2018,50000,Diesel,Automatic,Delhi,Blue,First,Individual,2143,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66
Audi,A6 35 TDI Matrix,34000,2018,51000,Diesel,Automatic,Hyderabad,Red,First,Individual,1968,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75
BMW,X1 sDrive20d xLine,34000,2019,11000,Diesel,Automatic,Delhi,Black,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Skoda,Octavia RS,34000,2019,30600,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984,227 bhp @ 5500 rpm,350 Nm @ 1250 rpm,FWD,4689,1814,1496,5,50
Audi,A4 35 TDI Premium Plus,34000,2019,48000,Diesel,Automatic,Chandigarh,White,First,Individual,1968,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726,1842,1427,5,54
Ford,Endeavour Titanium 3.2 4x4 AT,34500,2019,41526,Diesel,Automatic,Coimbatore,Silver,First,Individual,3198,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80
Land Rover,Evoque SE,34500,2016,29000,Diesel,Automatic,Delhi,Blue,First,Individual,2179,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4465,1900,1635,5,57
Audi,Q2 Premium 40 TFSI quattro,34500,2022,4600,Petrol,Automatic,Gurgaon,Blue,First,Individual,1984,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318,1805,1548,5,55
Ford,Endeavour Titanium 3.2 4x4 AT,34500,2018,35000,Diesel,Automatic,Ludhiana,White,First,Individual,3198,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80
Toyota,Fortuner 2.8 4x4 AT [2016-2020],34700,2018,62152,Diesel,Automatic,Mumbai,Silver,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795,1855,1835,7,80
Toyota,Fortuner 2.8 4x2 AT [2016-2020],34990,2019,73000,Diesel,Automatic,Mumbai,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Porsche,Cayenne Turbo,35000,2014,160000,Petrol,Automatic,Mumbai,Blue,First,Individual,4806,500 bhp @ 6500 rpm,700 Nm @ 2250 rpm,AWD,4846,1939,1702,5,100
MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,35000,2021,7900,Diesel,Automatic,Hyderabad,Black,First,Individual,1996,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,4985,1926,1867,6,75
Audi,A4 30 TFSI Technology Pack,35000,2018,18000,Petrol,Automatic,Mumbai,White,First,Individual,1395,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4726,1842,1427,5,54
Land Rover,Discovery Sport HSE Luxury,35000,2016,78000,Diesel,Automatic,Pune,Red,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1690,7,65
Mercedes-Benz,GLC 220 d Progressive,35000,2017,72000,Diesel,Automatic,Faridabad,White,First,Individual,2143,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],35000,2019,55000,Diesel,Automatic,Pune,Black,Second,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Toyota,Fortuner 2.8 4x2 AT [2016-2020],35500,2020,55000,Diesel,Automatic,Delhi,Black,First,Corporate,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
MINI,Cooper D 5 Door,35900,2020,19759,Diesel,Automatic,Coimbatore,Blue,First,Individual,1496,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3982,1727,1425,5,44
Toyota,Fortuner 2.8 4x2 AT [2016-2020],36000,2018,7800,Diesel,Automatic,Mumbai,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Land Rover,Evoque HSE Dynamic,36000,2018,45000,Diesel,Automatic,Delhi,Blue,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360,2120,1635,5,57
Jaguar,XJ 3.0 V6 Portfolio,36000,2014,32000,Diesel,Automatic,Pune,Brown,Second,Individual,2993,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252,1899,1457,5,83
Audi,RS5 4.2 Coupe,36500,2012,25500,Petrol,Automatic,Mumbai,Blue,Second,Corporate,4163,444 bhp @ 8250 rpm,430 Nm @ 4000 rpm,AWD,4649,1860,1366,5,64
BMW,3-Series 330i M Sport Edition,36500,2019,6000,Petrol,Automatic,Delhi,White,First,Individual,1998,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57
Ford,Endeavour Titanium 3.2 4x4 AT,36500,2019,34000,Diesel,Automatic,Delhi,Black,First,Individual,3198,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80
BMW,X1 sDrive20d xLine,36750,2020,37180,Diesel,Automatic,Bangalore,White,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Audi,A6 35 TDI Matrix,36750,2019,34000,Diesel,Automatic,Ghaziabad,Black,First,Individual,1968,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75
Mercedes-Benz,GL-Class 350 CDI,37000,2015,103890,Diesel,Automatic,Lucknow,Black,Second,Individual,2987,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
Jaguar,XF Prestige Diesel CBU,37500,2019,13500,Diesel,Automatic,Delhi,Silver,Second,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,5067,2091,1457,5,66
Audi,Q7 45 TDI Technology Pack,37500,2016,88000,Diesel,Automatic,Delhi,White,Second,Individual,2967,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052,1968,1740,7,75
BMW,X1 sDrive20d xLine,37750,2019,32963,Diesel,Automatic,Bangalore,Black,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Toyota,Fortuner 2.8 4x2 AT [2016-2020],37750,2020,50000,Diesel,Automatic,Mumbai,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
BMW,X1 sDrive20d xLine,37850,2019,29221,Diesel,Automatic,Bangalore,Blue,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
BMW,X3 xDrive 20d Luxury Line [2018-2020],38000,2018,9512,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
BMW,X3 xDrive 20d Luxury Line [2018-2020],38000,2018,87000,Diesel,Automatic,Raipur,Blue,First,Individual,1995,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
Land Rover,Evoque HSE,38000,2017,50000,Diesel,Automatic,Mumbai,White,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360,2120,1635,5,57
Ford,Endeavour Titanium 2.0 4x2 AT,38000,2020,20000,Diesel,Automatic,Karnal,Black,First,Individual,1996,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD,4903,1869,1837,7,80
Mercedes-Benz,GLC 220 d Progressive,38500,2017,45600,Diesel,Automatic,Mumbai,Black,Second,Individual,2143,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66
MINI,Countryman Cooper S JCW Inspired,38750,2021,12000,Petrol,Automatic,Delhi,Green,First,Individual,1998,189 bhp @ 4400 rpm,280 Nm @ 1350 rpm,FWD,4299,1822,1557,5,47
BMW,X1 sDrive20d xLine,39000,2021,8000,Diesel,Automatic,Delhi,Black,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Audi,A6 35 TDI Matrix,39000,2018,48945,Diesel,Automatic,Goa,Black,First,Corporate,1968,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],39000,2019,33000,Diesel,Automatic,Delhi,Beige,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Jaguar,XJ 3.0 V6 Portfolio,39000,2015,39000,Diesel,Automatic,Delhi,Black,First,Individual,2993,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252,1899,1457,5,83
Ford,Endeavour Sport 2.0 4x4 AT,39000,2021,41086,Diesel,Automatic,Pune,White,Second,Individual,1996,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD,4903,1869,1837,7,80
Lexus,ES 300h,39000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,Individual,2494,202 bhp @ 5700 rpm,213 Nm @ 4500 rpm,RWD,4915,1820,1450,5,65
Land Rover,Discovery Sport HSE Luxury,39000,2016,20000,Diesel,Automatic,Hyderabad,Grey,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1690,7,65
MG,Gloster Sharp 6 STR 2.0 Twin Turbo 4WD,39500,2021,40000,Diesel,Automatic,Delhi,Silver,First,Individual,1996,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,4985,1926,1867,6,75
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],39500,2019,33000,Diesel,Automatic,Mumbai,White,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Volvo,XC40 D4 R-Design,39500,2018,52000,Diesel,Automatic,Bangalore,White,First,Individual,1969,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4425,1863,1652,5,54
Ford,Endeavour Titanium 2.0 4x2 AT,39750,2021,9400,Diesel,Automatic,Delhi,Black,First,Individual,1996,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD,4903,1869,1837,7,80
BMW,X1 sDrive20i xLine,39900,2021,12500,Petrol,Automatic,Delhi,White,First,Individual,1998,189 bhp @ 5000 rpm,280 Nm @ 1350 rpm,FWD,4447,1821,1598,5,51
Audi,TT 2.0 TFSI Quattro,40000,2014,39394,Petrol,Automatic,Jaipur,White,Second,Individual,1984,208 bhp @ 4300 rpm,350 Nm @ 1600 rpm,AWD,4198,1842,1353,2,60
Land Rover,Evoque HSE Dynamic,40000,2017,25500,Diesel,Automatic,Pune,White,Second,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360,2120,1635,5,57
Mercedes-Benz,A-Class Sedan 200d,41000,2022,3826,Diesel,Automatic,Ahmedabad,White,UnRegistered Car,Individual,1950,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,4549,1796,1446,5,43
Ford,Endeavour Sport 2.0 4x4 AT,41000,2021,19000,Diesel,Automatic,Hyderabad,White,First,Individual,1996,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD,4903,1869,1837,7,80
Mercedes-Benz,A-Class Sedan 200,41000,2021,9000,Petrol,Automatic,Chennai,Blue,First,Individual,1332,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549,1796,1446,5,43
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],41000,2020,12136,Diesel,Automatic,Hyderabad,Blue,First,Corporate,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4526,1800,1420,5,50
BMW,3-Series 320d Luxury Line,41500,2019,29000,Diesel,Automatic,Delhi,Blue,First,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57
Mercedes-Benz,E-Class E 220d Expression [2019-2019],41500,2017,48000,Diesel,Automatic,Chennai,Black,Second,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80
Audi,A4 Premium Plus 40 TFSI,41500,2022,22000,Petrol,Automatic,Delhi,White,First,Individual,1984,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762,1847,1433,5,54
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],41500,2019,8000,Diesel,Automatic,Delhi,Blue,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Mercedes-Benz,A-Class Sedan 200,41500,2021,6000,Petrol,Automatic,Delhi,White,First,Individual,1332,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549,1796,1446,5,43
Audi,A4 Premium Plus 40 TFSI,41510,2022,1,Petrol,Automatic,Delhi,Black,UnRegistered Car,Individual,1984,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762,1847,1433,5,54
Volvo,S90 Momentum D4 [2018-2020],41750,2018,20000,Diesel,Automatic,Delhi,White,First,Individual,1969,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963,1879,1443,5,55
Mercedes-Benz,GLE 250 d,41900,2017,90000,Diesel,Automatic,Ludhiana,Black,First,Individual,2143,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
BMW,X3 20d M Sport,41950,2017,63651,Diesel,Automatic,Bangalore,White,First,Individual,1995,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
Jaguar,F-Pace Prestige,42000,2018,90868,Diesel,Automatic,Chennai,Blue,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4731,2071,1651,5,82
Mercedes-Benz,GL-Class 350 CDI,42000,2015,77000,Diesel,Automatic,Chennai,Black,Second,Individual,2987,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
